type,id,in_reply_to_status_id,text,favorite_count,retweet_count,label_a,label_b
reply,544277505293561858,544277117039837184,$MENTION$ $MENTION$ good to see somebody did some research $EMOJI$$EMOJI$$EMOJI$ $HASHTAG$,3,0,0,
reply,544277972597755904,544277117039837184,$MENTION$ $MENTION$ $MENTION$ So it's not ISIS but Islam in general. Much better... $HASHTAG$ better think up a new word $HASHTAG$,9,11,3,
reply,544277836891033600,544277117039837184,"$MENTION$ $MENTION$ Who cares about the flag, the people being held hostage are more important.",1,0,2,
reply,544310742086717441,544307827070615553,$MENTION$ I was being facetious as it seems media and the left go out of their way to minimise islamist terror threat,0,0,3,
source,544514570367168512,0,$HASHTAG$: Latest video of hostages escaping. $URL$,111,293,0,2
reply,544518602469441537,544514570367168512,"$MENTION$ This is a great training video! These people comply with police as seen with their HANDS UP! Ironically, none of them were shot.",0,0,3,
reply,544515318626799616,544514570367168512,$MENTION$ looks like a bomb disposal robot is getting ready to go in,0,0,3,
reply,544516832137592832,544514570367168512,Unreal. Like a scene out of a movie/video game. RT “$MENTION$: $HASHTAG$: Latest video of hostages escaping. $URL$,1,1,0,
reply,544515712640094209,544514570367168512,$MENTION$ where is al sharpton to a rest the cops. Australian cops are awesome!!!,0,0,3,
reply,544516094133035008,544514570367168512,"$MENTION$ Boil him in pig fat, I.e. Lard.",0,0,3,
reply,544515123726258176,544514570367168512,$MENTION$ Is he dead yet?,0,0,1,
reply,544518358113480705,544516832137592832,“$MENTION$: Unreal. Like a movie “$MENTION$: $HASHTAG$: Latest video of hostages escaping. $URL$ $MENTION$,1,0,0,
reply,544514752316051456,544514570367168512,$MENTION$ Hope they smoked that Isis dickhead,1,0,0,
reply,544517033644556288,544514570367168512,$MENTION$ $MENTION$ Illegal Aliens will kill $NUMBER$ US Citizens today in the USA and Fox will report on NONE of them: Obama thanks you....,0,0,0,
reply,544517360787263489,544514570367168512,$MENTION$ How long before Fox viewers blame this on President Obama? $NUMBER$...2...1...,0,0,0,
reply,544515072731914240,544514752316051456,$MENTION$ $MENTION$ any update on PA shooting?,1,1,2,
reply,544515987832188928,544515072731914240,$MENTION$ $MENTION$ Hust saw the flash but Sydney dominating the reports right now,0,0,0,
reply,544515720726323201,544514570367168512,“$MENTION$: $HASHTAG$: watch live Latest video of hostages escaping. $URL$,1,1,0,
reply,544514712961306625,544514570367168512,$MENTION$ GUNMAN IS DOWN,1,2,0,
reply,544517439439241217,544514570367168512,"$MENTION$ $MENTION$ The corrupt Congress just funded Obama's illegal amnesty, but Fox will distract viewers with Sydney, Sydney.......",0,0,3,
source,500381163866062848,0,Report: $HASHTAG$ police beat up wrong suspect then charged him for getting blood on uniforms in $NUMBER$ $URL$,43,126,0,2
reply,500384948826935297,500381163866062848,“$MENTION$: Report: $HASHTAG$ police beat up wrong suspect then charged him for getting blood on uniforms in $NUMBER$ $URL$,0,0,0,
reply,500384255814299648,500381163866062848,$MENTION$ $MENTION$ Awful! The DOJ needs to do thorough investigation of this PD-these problems are systemic. The citizens deserve better!,1,0,2,
reply,500428718917951488,500381163866062848,$MENTION$ $MENTION$ Just plain scary.,0,0,3,
reply,500386447158161408,500381163866062848,"$MENTION$ Wow. I thought a Tweep was being sarcastic, but...it really happened that way?!?",0,0,1,
reply,500429048602845186,500381163866062848,"$MENTION$ $MENTION$ Wouldn't you have thought after widely publicized abuses by LAPD and CPD, that departments everywhere else would learn??",0,0,3,
reply,500412019531849728,500386447158161408,"$MENTION$ $MENTION$ Oh no,That's for real!! The $HASHTAG$ $HASHTAG$ $HASHTAG$ PD!!",0,0,3,
reply,500387275767681024,500381163866062848,"$MENTION$ $MENTION$ Those times when you laugh at a funny, sarcastic, and ridiculous tweet and then realize it was neither of those...",1,0,3,
source,500308076004929537,0,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten $HASHTAG$ $HASHTAG$",60,129,3,2
reply,500317344997330945,500309367129133056,"$MENTION$ $MENTION$ corny, but only TRUE evil wants Us to believe INERT OBJECTS are more valuable than LIFE! --GBJ $HASHTAG$",0,0,1,
reply,500316896299061248,500308076004929537,$MENTION$ $MENTION$ No but it def softens the blow.,0,0,1,
reply,500310820635815937,500308076004929537,"$MENTION$ Good job, faggots. You IDd the wrong man.",0,0,2,
reply,500309367129133056,500308076004929537,$MENTION$ A robbery doesn't excuse an execution style murder I don't give a fuck what anyone says. Swisher Sweets aren't worth a life.,10,9,3,
reply,500312280933097472,500308076004929537,$MENTION$ $HASHTAG$? $HASHTAG$. From Murder in the $NUMBER$st to a Gross Misdemeanor. $HASHTAG$,2,3,3,
reply,500308366561124352,500308076004929537,$MENTION$ BAM ANTI-WHITES get caught with their foot in their mouth in front of the WORLD LMAO,0,0,3,
reply,500312223471120384,500309556921384960,"$MENTION$ $MENTION$ it STARTED as a race issue, then people tried to SWAY it to an issue of militarization, dont get it twisted",0,0,3,
reply,500312045334851585,500309556921384960,$MENTION$ $MENTION$ well put. There are bigger issues the masses are finally starting to see.,0,0,3,
reply,500318691909959681,500317848536096768,"$MENTION$ of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people",0,0,2,
reply,500311799712198656,500308482676240384,$MENTION$ yup Anti-Racist is a codeword for ANTI-WHITE,0,0,3,
reply,500324150519808000,500312223471120384,$MENTION$ but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop),0,0,1,
reply,500309556921384960,500308076004929537,$MENTION$ don't make this a race issue. The militarization of the police is the issue,0,1,3,
reply,500317848536096768,500308076004929537,"$MENTION$ it's not race were all targeted by the governments, cops, swat, FBI, they'll silence anyone who'll try to tell the truth",1,0,3,
reply,500317273002106880,500312223471120384,$MENTION$ $MENTION$ $MENTION$ You realize police brutality affects all races right?,0,0,3,
reply,500308482676240384,500308366561124352,$MENTION$ anti-whites ? $HASHTAG$,0,0,3,
reply,500317791933972481,500312223471120384,$MENTION$ $MENTION$ $MENTION$ you imagine the shitstorm if this guy was black? Doubt U heard about it $URL$,0,0,3,
reply,500313313188663296,500308076004929537,"$MENTION$ $MENTION$ Even if he had robbed a convenience store, that's no excuse for murder.",1,0,2,
reply,500317982799982592,500309367129133056,"$MENTION$ $MENTION$ Strong armed robbery, Assault on the store clerk, assaulting a police officer...and the info continues to come in.",0,0,3,
source,500391222075076610,0,"Store owner told $MENTION$ Monday that there was a theft, but said it was not MichaelBrown; said it was someone else $HASHTAG$",33,115,0,2
reply,500503447544680448,500391222075076610,$MENTION$ $MENTION$ why did the store owner say it wasn't him and the friend admitted it was? Have the gotten an e$SMILEY$lanation,0,0,1,
reply,500398907415732227,500397765881774080,$MENTION$ $MENTION$ $MENTION$ $MENTION$ I'm not arguing that he deserved to be shot.,0,0,1,
reply,500396146150621185,500393552946282496,"$MENTION$ $MENTION$ Brown's family attorney said in an interview today that the person in the video ""probably is Brown""",0,0,3,
reply,500394000550215680,500393155066626048,$MENTION$ $MENTION$ $MENTION$ or maybe the police scared him into saying it was michael brown in the first place?,0,0,1,
reply,500394093420494849,500393155066626048,$MENTION$ $MENTION$ $MENTION$ or is that impossible because the police would never be capable of unscrupulous behavior?,0,0,3,
reply,500401161732886529,500398468503207936,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Very embarrassing! Of course I meant $HASHTAG$. Ugh,0,0,3,
reply,500398468503207936,500396405614460928,$MENTION$ $MENTION$ $MENTION$ $MENTION$ whose mike smith ?,0,0,1,
reply,500394987373490176,500394049501544449,"$MENTION$ $MENTION$ $MENTION$ you just repeated what you said in the last tweet, p sure my reply doesn't change",0,0,3,
reply,500393155066626048,500391222075076610,$MENTION$ $MENTION$ Any chance that's being said for fear of retribution?,0,0,1,
reply,500399362183536640,500399140572897280,"$MENTION$ $MENTION$ $MENTION$ So he took off his socks but did nothing else to change his appearance? Obliterated, lol",0,0,1,
reply,500429697587871745,500391222075076610,"$MENTION$ ""$MENTION$ Store owner told $MENTION$ Monday that there was a theft, but said it was not MichaelBrown; said it was someone else""",0,0,3,
reply,500394517733068801,500394093420494849,$MENTION$ $MENTION$ $MENTION$ I def did not say that. And even if it was $HASHTAG$ I certainly don't think he deserved to die for it.,0,0,3,
reply,500397394291208192,500395569760972800,$MENTION$ $MENTION$ $MENTION$ it's obviously the same people and there's a confession,0,0,3,
reply,500396139305517057,500395581429526528,$MENTION$ $MENTION$ $MENTION$ There are lots of us out there. Promise.,0,0,3,
reply,500400188541140992,500399685232623616,"$MENTION$ $MENTION$ $MENTION$ looooool. ""snitches get stiches in the hood"" (noracist bro)",0,0,3,
reply,500727265412386816,500391222075076610,"$MENTION$ $MENTION$ think he was too scare to tell who it really was? How many $NUMBER$'5"" $NUMBER$ $HASHTAG$ men in Ferguson ?",0,0,3,
reply,500393982992470016,500393552946282496,$MENTION$ $MENTION$ Your post states theft. What am I missing?,0,0,3,
reply,500395253300731906,500394049501544449,"$MENTION$ $MENTION$ $MENTION$ but you have two pictures of people with different clothes, and an eyewitness who says it wasn't him",0,0,3,
reply,500399685232623616,500397765881774080,$MENTION$ $MENTION$ $MENTION$ snitches get stitches in the hood. Store owner knows. $HASHTAG$ $HASHTAG$,0,0,3,
reply,500417601109889024,500391222075076610,$MENTION$ $MENTION$ This is getting stranger by the minute. Will we ever get to the truth?,0,0,3,
reply,500398642167947264,500397725129531393,$MENTION$ $MENTION$ Thank you for clarifying. You definitely didn't have to reply to me. Have a great day and thanks for the reports,0,0,1,
reply,500396405614460928,500396253327687680,$MENTION$ $MENTION$ $MENTION$ Truer words have never been spoken.,0,1,0,
reply,500395581429526528,500395125802278912,$MENTION$ $MENTION$ $MENTION$ Not by this kid.,0,0,2,
reply,500418076723396608,500391222075076610,$MENTION$ $MENTION$ Where's $MENTION$ $MENTION$ With this breaking news? Police Chief making press conference. $HASHTAG$ $HASHTAG$,0,0,1,
reply,500393535263481858,500392872856649728,$MENTION$ $MENTION$ $MENTION$ And the store owner and the pictures say it wasn't. Why does someone who didn't see it matter?,0,0,1,
reply,500394049501544449,500393535263481858,$MENTION$ $MENTION$ $MENTION$ Dorian Johnson just confirmed it was them. What now? $HASHTAG$,0,0,3,
reply,500395569760972800,500394049501544449,$MENTION$ $MENTION$ $MENTION$ Good job getting (a guy who looks a bit like a) petty thief off the street (four hours after shooting him),0,0,3,
reply,500399820511535104,500397765881774080,$MENTION$ $MENTION$ $MENTION$ $MENTION$ dude give it up. It's him. Confirmed.,0,0,3,
reply,500397765881774080,500397394291208192,"$MENTION$ $MENTION$ $MENTION$ Hey everybody, $MENTION$ robbed a store. Can they shoot you down? Can I say that after they shoot you down?",0,0,3,
reply,500400549117034497,500399820511535104,"$MENTION$ $MENTION$ $MENTION$ You get the last word here, I can't argue with everyone forever. Peace.",0,0,3,
reply,500393320032370688,500391222075076610,$MENTION$ $MENTION$ Is that the video also?,0,0,1,
reply,500397725129531393,500393982992470016,"$MENTION$ $MENTION$ when I spoke to store owner, I said ""robbery"", tweeted ""theft"" in error",1,0,3,
reply,500395008592465921,500394517733068801,"$MENTION$ $MENTION$ $MENTION$ im not saying you did, but that is what has been implied the entire course of this investigation",0,0,3,
reply,500393552946282496,500392192167645184,$MENTION$ $MENTION$ actually I did use the word robbery,0,0,3,
reply,500393935223533569,500391222075076610,$MENTION$ $MENTION$ $MENTION$ even though his friend and witness to the shooting has admitted to the cigarillo theft?,0,0,1,
reply,500431996397846528,500429697587871745,$MENTION$ I could tell it wasn't him when I saw the video. $MENTION$ $MENTION$,1,0,0,
reply,500393643815882752,500392059832770560,$MENTION$ $MENTION$ he seemed frightened,0,0,3,
reply,500587418584907776,500393880462692353,$MENTION$ now we now why!! Jeez!!,0,0,3,
reply,500392872856649728,500392623107223552,$MENTION$ $MENTION$ $MENTION$ dude even his parents acknowledge it's him.,0,0,3,
reply,500401233212227585,500391222075076610,$MENTION$ But Dorian Johnson already admitted they were in store and stole,0,0,3,
reply,500392192167645184,500391222075076610,$MENTION$ $MENTION$ Somebody else probably did commit theft. Brown committed Robbery.,0,0,3,
reply,500396253327687680,500396139305517057,$MENTION$ $MENTION$ $MENTION$ we all need to unite then. solidarity is key in the face of adversity and prejudice.,1,0,3,
reply,500392059832770560,500391222075076610,$MENTION$ $MENTION$ no doubt scared for his life. It's obviously mike brown in the video,0,0,3,
reply,500395926595596288,500395581429526528,$MENTION$ $MENTION$ $MENTION$ you seem to be the only one and that is a testament to your character miss.,0,0,0,
reply,500399226489434112,500398907415732227,$MENTION$ $MENTION$ $MENTION$ Then what are you arguing?,0,0,3,
reply,500429451323523073,500391222075076610,"Y'all --&gt; ""$MENTION$ Store owner told $MENTION$ Monday that there was a theft, but said it was not MichaelBrown said it was someone else""",2,10,3,
reply,500399140572897280,500397765881774080,$MENTION$ $MENTION$ $MENTION$ $MENTION$ And also obliterating your attempt to deny that he was the person that robbed the store,0,0,3,
reply,500395293675122688,500394517733068801,$MENTION$ $MENTION$ $MENTION$ and the last time i checked the eyewitness testimony overrides the testimony of the defident's friends,0,0,3,
reply,500393880462692353,500393155066626048,$MENTION$ $MENTION$ possibly. He seemed frightened,1,0,3,
reply,500392623107223552,500392059832770560,$MENTION$ $MENTION$ $MENTION$ Obviously? So he took off his socks in the $NUMBER$m between the video and getting shot? $URL$c,0,0,3,
reply,500395125802278912,500394517733068801,$MENTION$ $MENTION$ $MENTION$ that's why the police's testimony has been considered law despite it contrasting what EYEWITNESSES said,0,0,3,
reply,500395360125464576,500394049501544449,"$MENTION$ $MENTION$ $MENTION$ but reasonable doubt? Innocent until proven guilt? Nah, fuck it, let's execute him",0,0,3,
source,500307001629745152,0,It appears that $HASHTAG$ PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,52,230,0,2
reply,500379294284001282,500378492488253440,$MENTION$ $MENTION$ $MENTION$ $MENTION$ There are several witnesses. They don't all know each other and they're all saying the same things.,0,0,3,
reply,500313720145207297,500310883684208640,$MENTION$ $MENTION$ They can't release shooting info cause they are still interviewing witnesses. Media wanted this info.,0,0,3,
reply,500311506676756480,500310883684208640,$MENTION$ $MENTION$ $MENTION$ What case? It's totally cool to shoot unarmed people suspected of a crime!,1,0,3,
reply,500378492488253440,500319011955949569,$MENTION$ $MENTION$ $MENTION$ $MENTION$ What they also did was chose to not ignore facts that call in to question the witness' credibility.,0,0,3,
reply,500319116776198144,500319011955949569,$MENTION$ $MENTION$ $MENTION$ $MENTION$ P MUCH,0,0,3,
reply,500405868244910081,500405661864566784,"$MENTION$ $MENTION$ I blocked him, so you can leave me off the tweets. I won't see them, gives you more characters.",0,0,1,
reply,500401666454065154,500400629739573250,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ You're making an assumption about something based on other peoples actions, that's my point.",0,0,2,
reply,500399398132523009,500387313050845184,$MENTION$ $MENTION$ $MENTION$ $MENTION$ If he was shot in the chest how was he running away?,0,0,1,
reply,500381689399369730,500379294284001282,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ Ok, so you get accounts from the community he lives in where people already have a distrust in police",0,0,2,
reply,500320052449914880,500315174633766912,"$MENTION$ And that's the point. That's what people are upset about, I think.",0,0,3,
reply,500311158138884096,500310883684208640,"$MENTION$ $MENTION$ also wrong venues and in wrong order. After his summary execution in the street, they are trying him through the media.",0,0,3,
reply,500310883684208640,500310256598011904,$MENTION$ $MENTION$ They are releasing irrelevant info that doesn't affect the case of Michael Brown's shooting,1,0,3,
reply,500320131239518209,500315733633806336,$MENTION$ $MENTION$ $MENTION$ $MENTION$ That's two different arguments.,0,0,3,
reply,500319011955949569,500318794862960640,$MENTION$ $MENTION$ $MENTION$ $MENTION$ What they did today was also a good way to taint the jury pool.,0,0,1,
reply,500310256598011904,500307001629745152,$MENTION$ $MENTION$ How? They are giving info that the media asked for.,0,0,0,
reply,500321405540786176,500320974697693185,$MENTION$ I believe I read something like Ferguson is $NUMBER$% white but the PD is $NUMBER$% white.,0,0,3,
reply,500384869419978752,500384077481259008,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Was he shot in the chest or back? From $NUMBER$' away or $NUMBER$' away? Which wounds came first?,0,0,1,
reply,500399816954753024,500392633760759808,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Anybody who uses it at every opportunity falsely weakens the message.,0,0,0,
reply,500309015981989888,500307001629745152,$MENTION$ At least they are thorough. $MENTION$,1,0,3,
reply,500405818769285120,500404864443105280,$MENTION$ $MENTION$ $MENTION$ $MENTION$ I'm relying on details agreed upon by the police and the witnesses.,0,0,3,
reply,500318794862960640,500316587333652480,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Not releasing facts about that shooting is also a way to make sure they get good info from witnesses.,0,0,3,
reply,500381784425512960,500379294284001282,$MENTION$ $MENTION$ $MENTION$ $MENTION$ and you want to make a decision without any hard facts.,0,0,3,
reply,500384077481259008,500380753272635392,$MENTION$ $MENTION$ $MENTION$ $MENTION$ autopsy report SPOILER alert: died from multiple gunshot wounds,0,0,0,
reply,500320630156189697,500319116776198144,$MENTION$ $MENTION$ $MENTION$ $MENTION$ I don't understand the double standard of wanting all the info about the cop but Brown's past is safe.,0,0,0,
reply,500387313050845184,500386143943139332,$MENTION$ $MENTION$ $MENTION$ $MENTION$ What? No it isn't. There is definitely no justification for deadly force once he was running.,0,0,1,
reply,500321053197864961,500320401369870336,$MENTION$ $MENTION$ $MENTION$ $MENTION$ What other info do they have ready to release? All they have said is this is why we approached him.,0,0,2,
reply,500383616283975680,500381689399369730,$MENTION$ $MENTION$ $MENTION$ $MENTION$ then tell me the people of Ferguson haven't EARNED some distrust.,0,0,2,
reply,500385894134992896,500307001629745152,$MENTION$ this turned out to be a very popular tweet,0,0,3,
reply,500389863561388032,500386143943139332,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ in your world, it's cool to shoot unarmed people in the chest, but not the back? Or vice versa?",1,0,1,
reply,500402902662262784,500402352919445504,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Simple: Mike Brown was Inspector Gadget.,0,0,3,
reply,500400101097889792,500399589417963521,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ Yeah, I would totally e$SMILEY$ect a kid that's been shot to run away, get shot again, and decide to charge.",0,0,2,
reply,500311885120819200,500311506676756480,$MENTION$ $MENTION$ $MENTION$ $MENTION$ and that is part of what's distressing. Police screw up and make bad decisions in any system.,0,0,3,
reply,500322706760691712,500322465323974656,"$MENTION$ strongly agree. I know policing is a terribly high-stress job, but most people are not criminals.",0,0,3,
reply,500406172155777025,500405555282726912,$MENTION$ $MENTION$ And there was a struggle inside the car. How do we know Brown didn't get the gun and fire the shot during the struggle?,0,0,0,
reply,500399589417963521,500389863561388032,$MENTION$ $MENTION$ $MENTION$ $MENTION$ If he was shot in the back he was running away but shot in the chest he could have been charging.,0,0,3,
reply,500320369056948224,500320052449914880,$MENTION$ it's also pretty upsetting that a kid was summarily executed for maybe stealing a pack of cigars.,0,0,3,
reply,500385933523304448,500384718496747520,$MENTION$ $MENTION$ $MENTION$ $MENTION$ No that you see this as a racial situation before you know anything.,0,0,3,
reply,500379521900503040,500378492488253440,$MENTION$ $MENTION$ $MENTION$ $MENTION$ You don't want to see what's happening? Fine. Keep being naive. Good day.,0,0,0,
reply,500400629739573250,500399816954753024,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Rand Paul used those words BECAUSE of this incident. Just fuck off dude. Fuck off so hard.,0,0,3,
reply,500392542853406720,500385933523304448,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ Rand Paul, yesterday: ""Anyone who thinks race does not skew the application of criminal justice in this",0,0,3,
reply,500320501475332096,500318794862960640,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ the investigation (e.g., that officer had a facial injury).",0,0,3,
reply,500405661864566784,500404864443105280,$MENTION$ $MENTION$ $MENTION$ $MENTION$ that's an account FROM THE STL CO POLICE CHIEF,0,0,3,
reply,500405555282726912,500404864443105280,"$MENTION$ $MENTION$ per chief belmar: ""a shot was fired inside the car, and Brown was eventually shot about $NUMBER$ feet away from the vehicle.""",0,0,3,
reply,500384718496747520,500384522840453120,$MENTION$ $MENTION$ $MENTION$ $MENTION$ that I don't like racial profiling and think police should obey the law? That is definitely my agenda.,5,0,3,
reply,500315190529773570,500312144421089281,$MENTION$ $MENTION$ $MENTION$ $MENTION$ For you to declare he was executed without any facts is also as absurd.,0,0,3,
reply,500402352919445504,500399589417963521,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop $NUMBER$' away",1,0,2,
reply,500320974697693185,500320369056948224,"$MENTION$ Also per last press conf, local PD depts seem super disconnected and out of touch with African American community.",0,0,3,
reply,500385201181052928,500384869419978752,$MENTION$ $MENTION$ $MENTION$ $MENTION$ They've already said he shot him once from the car. Christ.,0,0,3,
reply,500383364084686849,500381689399369730,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ why don't you check out the racial profiling statistics of the Ferguson PD? some real, hard facts.",1,0,3,
reply,500380753272635392,500379521900503040,$MENTION$ $MENTION$ $MENTION$ $MENTION$ I see a lot of people making assumptions with limited facts. We haven't even seen an autopsy report.,0,0,3,
reply,500405250755690496,500404864443105280,$MENTION$ $MENTION$ $MENTION$ $MENTION$ do you not even have a basic understanding why people mistrust police?,0,0,3,
reply,500386143943139332,500385201181052928,$MENTION$ $MENTION$ $MENTION$ $MENTION$ If he was shot in the chest or back is the biggest factor in who is right.,0,0,3,
reply,500407281486663680,500406892644937728,$MENTION$ there's a difference between an open mind and an empty one,0,0,3,
reply,500313920301588480,500310883684208640,$MENTION$ $MENTION$ They can't tie the two together cause they are separate issues. Releasing at different times puts distance between them.,0,0,3,
reply,500312144421089281,500311506676756480,$MENTION$ $MENTION$ $MENTION$ $MENTION$ to have the Supreme Court declare open season for cops on the population is a deliberate decision.,1,0,1,
reply,500314894063767553,500311158138884096,$MENTION$ $MENTION$ Are you saying they start at the end and don't e$SMILEY$lain why he was approached by cops?,0,0,1,
reply,500385684285190144,500383616283975680,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Right there you just admired they are all bad witnesses if they have distrusts in cops.,0,0,3,
reply,500315174633766912,500315038541156352,$MENTION$ p sure you know the answer to that question.,0,0,3,
reply,500406679176241153,500406172155777025,$MENTION$ why would the ferguson PD and STLCO PD release the information they've released and fail to mention that?,0,0,3,
reply,500392633760759808,500385933523304448,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ country is just not paying close enough attention.""",0,0,3,
reply,500400605035507712,500399816954753024,$MENTION$ $MENTION$ $MENTION$ $MENTION$ who says it's false? There's a large &amp; documented history of this PD arresting too many blacks.,0,0,3,
reply,500315038541156352,500307001629745152,"$MENTION$ I'm curious, had the suspect been white would the PD have acted the same?",0,0,3,
reply,500385150468116480,500384869419978752,$MENTION$ $MENTION$ $MENTION$ $MENTION$ everyone agrees he was shot once at close range and multiple times at $NUMBER$+ feet.,0,0,3,
reply,500321227597021184,500321053197864961,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Why wasn't Dorian Johnson arrested if he was suspected of a robbery?,0,0,1,
reply,500404864443105280,500402352919445504,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Did you see him stand $NUMBER$' away and get shot? No. A few people who have a problem with cops did.,0,0,2,
reply,500315733633806336,500315190529773570,$MENTION$ $MENTION$ $MENTION$ $MENTION$ I don't think i did say that. I did criticize a Supreme Court decision I've read many times.,0,0,3,
reply,500415239163101184,500407281486663680,$MENTION$ An open mind waits for all the facts then decides. An empty one makes a decision before the investigation is over.,0,0,3,
reply,500384895319818240,500384718496747520,$MENTION$ $MENTION$ $MENTION$ $MENTION$ LOL,0,0,3,
reply,500415578373627904,500415054559203329,$MENTION$ $MENTION$ $MENTION$ $MENTION$ UNSUBSCRIBE,4,0,2,
reply,500379159965618178,500378492488253440,$MENTION$ $MENTION$ $MENTION$ $MENTION$ He admitted they stole cigars to DOJ &amp; StL County PD. He wasn't charged b/c he didn't commit a crime.,0,0,3,
reply,500415054559203329,500407571153694720,$MENTION$ $MENTION$ $MENTION$ $MENTION$ So no matter that evidence comes out during the investigation that's what you're going with?,0,0,0,
reply,500316587333652480,500315190529773570,$MENTION$ $MENTION$ $MENTION$ $MENTION$ and not releasing any facts is a real good way to make sure people pass judgment on the facts they have,1,0,3,
reply,500320873086476288,500320131239518209,$MENTION$ $MENTION$ $MENTION$ $MENTION$ it is! I both argued that the Supreme Court was wrong . . .,0,0,3,
reply,500321014816210944,500320131239518209,$MENTION$ $MENTION$ $MENTION$ $MENTION$ and that suppressing or selectively releasing info led to people deciding for themselves.,1,0,3,
reply,500320401369870336,500318794862960640,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ they've systematically only released information that makes them look good, even info that might taint",0,0,0,
reply,500322465323974656,500321405540786176,$MENTION$ White or Black the biggest prob people have with police is the attitude from cops. We are a guilty till proven innocent society.,0,0,3,
reply,500321569907150848,500321053197864961,$MENTION$ $MENTION$ $MENTION$ $MENTION$ an investigative report on the shooting?,0,0,1,
reply,500386029791371267,500385894134992896,$MENTION$ it sure did. A boon to my $HASHTAG$,1,0,0,
reply,500407571153694720,500405947253006339,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ dude, come on. This rogue cop apparently thought he was Judge Dredd and murdered an unarmed kid.",0,0,1,
reply,500320602520293376,500320369056948224,$MENTION$ Agree. Not worth the bullets whatsoever.,0,0,0,
reply,500406892644937728,500405818769285120,$MENTION$ $MENTION$ $MENTION$ $MENTION$ They didn't say who fired the shots in the car. The fact is we've only heard one side.,0,0,3,
reply,500400890126155777,500400101097889792,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Has that info came out yet?,0,0,1,
reply,500405947253006339,500405250755690496,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ I do, but do you have a basic understanding of the judicial system? Let's hear both sides then decide.",0,0,2,
reply,500323321519800321,500322706760691712,$MENTION$ Perhaps they need to alter/improve their training.,0,0,0,
reply,500406011543703552,500405868244910081,$MENTION$ $MENTION$ ok,1,0,3,
reply,500384522840453120,500383364084686849,$MENTION$ $MENTION$ $MENTION$ $MENTION$ That right there tells me you are going into this with an agenda.,0,0,1,
source,498430783699554305,0,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. $HASHTAG$ $URL$,53,288,0,1
reply,498451864112074752,498430783699554305,$MENTION$ $MENTION$ $HASHTAG$ Any Excuse Will Do. In A Police Chase $NUMBER$-29-12~$HASHTAG$ $HASHTAG$ By $HASHTAG$ $HASHTAG$,0,0,3,
reply,498452989930401792,498430783699554305,$MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ Police Shoot $NUMBER$ Times&lt;~$HASHTAG$ $HASHTAG$ They Have $HASHTAG$ Many $HASHTAG$,0,1,3,
reply,498433698149056513,498430783699554305,Another win for the gene pool $MENTION$,0,0,3,
reply,498474828278804481,498430783699554305,“$MENTION$: Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. $HASHTAG$ $URL$,1,1,0,
reply,498432131669192704,498430783699554305,"$MENTION$ cool! Darkskinned man is a crime element in your village?? So, why $HASHTAG$ is alive yet???",0,1,3,
reply,498488821197991937,498440508256292864,"If u think something another says can somehow hold you back, you're a loser &amp; deserve failure $MENTION$ $MENTION$ $MENTION$",0,0,3,
reply,498454395248721920,498430783699554305,$MENTION$ $MENTION$ $HASHTAG$ A Cop Shot A $NUMBER$yr Old In The Head! $HASHTAG$ $HASHTAG$ $HASHTAG$ Cop Said He $HASHTAG$ He Saw A Gun!!!,0,0,3,
reply,498455038701092864,498432131669192704,$MENTION$&lt;&lt;&lt;&lt; $MENTION$ I Don't Like His Tweet Asking Why Is $HASHTAG$ Alive Yet!! $HASHTAG$ $HASHTAG$ $MENTION$,0,0,3,
